fp_page,page_type,ecr_type,player,id,pos,team,ecr,sd,best,worst,sportsdata_id,player_filename,yahoo_id,cbs_id,player_owned_avg,player_owned_espn,player_owned_yahoo,player_image_url,player_square_image_url,rank_delta,bye,mergename,scrape_date,tm,merge_name,fp_id,fantasypros_id,gsis_id,sleeper_id,birthdate,draft_year,position,age,pos_rank,player_id,hist_ppg,wgames,raw_games,ppg_sd,age_factor,hist_ppg_raw,market_ppg,w_hist,proj_ppg,exp_games,proj_pts,proj_sd,replacement,vorp
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Drake London,23163,WR,ATL,13.17,3.46,8,26,,drake-london.php,,,99.6,,,,,,11.0,Drake London,2026-09-04,ATL,drake london,23163,23163.0,00-0037238,8112.0,2001-07-24,2022.0,WR,25.11978097193703,7.0,00-0037238,17.166164371157297,13.879999999999997,45.0,11.039523005176365,0.9651803901437371,17.785446685878966,16.72478000433723,0.49158333333333326,16.94175720265986,15.16,256.8370391923235,71.67856720896289,161.78053356376364,95.05650562855988
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,A.J. Brown,18218,WR,NE,13.73,5.45,6,40,,aj-brown.php,,,99.7,,,,,,11.0,AJ Brown,2026-09-04,NEP,aj brown,18218,18218.0,00-0035676,5859.0,1997-06-30,2019.0,WR,29.1854893908282,8.0,00-0035676,15.312159900855487,14.679999999999998,45.0,10.844066012191538,0.8704942505133471,17.590190735694826,16.72478000433723,0.5199166666666666,15.99033526886868,15.16,242.4134826760492,70.18554371829843,161.78053356376364,80.63294911228556
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,James Cook III,22958,RB,BUF,14.97,5.66,7,31,,james-cook.php,,,99.8,,,,,,7.0,James Cook,2026-09-04,BUF,james cook,22958,22958.0,00-0037248,8138.0,1999-09-25,2022.0,RB,26.94866529774127,5.0,00-0037248,19.6728517552047,16.720000000000002,50.0,10.606160897308312,0.9745498973305955,20.186602870813395,19.6728517552047,0.5921666666666667,19.6728517552047,16.240000000000002,319.48711250452436,89.86818276894266,161.23689076876227,158.2502217357621
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Nico Collins,20130,WR,HOU,16.0,3.72,9,28,,nico-collins.php,,,99.8,,,,,,8.0,Nico Collins,2026-09-04,HOU,nico collins,20130,20130.0,00-0036554,7569.0,1999-03-19,2021.0,WR,27.468856947296374,9.0,00-0036554,17.15978856454251,14.16,42.0,10.327064900257145,0.9543850102669404,17.979943502824856,16.72478000433723,0.5015,16.94293679728018,14.56,246.6891597683994,69.92848034170645,161.78053356376364,84.90862620463577
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Chase Brown,25324,RB,CIN,17.05,5.98,7,34,,chase-brown.php,,,99.5,,,,,,6.0,Chase Brown,2026-09-04,CIN,chase brown,25324,25324.0,00-0038597,9224.0,2000-03-21,2023.0,RB,26.46132785763176,6.0,00-0038597,17.037147727911428,15.879999999999997,43.0,9.470410876542932,0.9854662559890486,17.28841309823678,19.53926764301046,0.5624166666666666,18.132033700760182,14.84,269.0793801192811,82.35113874020443,161.23689076876227,107.84248935051883
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Chris Olave,20111,WR,NO,17.37,5.9,9,36,,chris-olave.php,,,99.3,,,,,,8.0,Chris Olave,2026-09-04,NOS,chris olave,20111,20111.0,00-0037239,8144.0,2000-06-27,2022.0,WR,26.19301848049281,10.0,00-0037239,16.33722921062449,13.760000000000002,40.0,8.861492519857316,0.9730686858316221,16.789389534883718,16.72478000433723,0.48733333333333334,16.53591358420122,14.16,234.1485363522893,68.10319143442393,161.78053356376364,72.36800278852567
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Trey McBride,22936,TE,ARI,18.5,5.19,16,35,,trey-mcbride.php,,,99.7,,,,,1.0,14.0,Trey McBride,2026-09-04,ARI,trey mcbride,22936,22936.0,00-0037744,8130.0,1999-11-22,2022.0,TE,26.78986995208761,1.0,00-0037744,18.44529265219879,16.720000000000002,50.0,9.432114539904482,1.0108533538672142,18.24724880382775,18.44529265219879,0.5921666666666667,18.44529265219879,15.96,294.3868707290927,64.0488484134629,141.4555441643843,152.93132656470843
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,George Pickens,22963,WR,DAL,20.43,5.82,9,40,,george-pickens.php,,,99.7,,,,,,14.0,George Pickens,2026-09-04,DAL,george pickens,22963,22963.0,00-0037247,8137.0,2001-03-04,2022.0,WR,25.508555783709788,11.0,00-0037247,16.579326074165934,16.16,48.0,10.692898816802812,0.9680378850102669,17.126732673267323,16.72478000433723,0.5723333333333334,16.64153187163586,15.76,262.27054229698115,72.99158206501886,161.78053356376364,100.49000873321751
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Brock Bowers,22955,TE,LV,21.2,5.51,11,57,,brock-bowers.php,,,99.8,,,,,-1.0,13.0,Brock Bowers,2026-09-04,LVR,brock bowers,22955,22955.0,00-0039338,11604.0,2002-12-13,2024.0,TE,23.731690622861056,2.0,00-0039338,17.018577911055328,11.959999999999999,29.0,10.00365696679767,1.043452943189596,16.309866220735785,17.018577911055328,0.4235833333333333,17.018577911055328,11.760000000000002,200.13847623401068,54.189028213976165,141.4555441643843,58.68293206962639
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,De'Von Achane,23136,RB,MIA,21.49,6.71,11,39,,devon-achane.php,,,99.8,,,,,,6.0,DeVon Achane,2026-09-04,MIA,devon achane,23136,23136.0,00-0039040,9226.0,2001-10-13,2023.0,RB,24.89801505817933,7.0,00-0039040,22.04138755810949,15.679999999999998,44.0,12.208445721485633,1.0196277891854895,21.617091836734698,19.53926764301046,0.5553333333333332,20.928778235862122,15.04,314.7688246673663,87.42946660648374,161.23689076876227,153.53193389860402
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,DeVonta Smith,19222,WR,PHI,22.72,7.16,8,45,,devonta-smith.php,,,99.4,,,,,,10.0,DeVonta Smith,2026-09-04,PHI,devonta smith,19222,19222.0,00-0036912,7525.0,1998-11-14,2021.0,WR,27.811088295687885,12.0,00-0036912,13.359046582594154,15.759999999999998,46.0,9.054380062112411,0.9364178644763861,14.26611675126904,16.72478000433723,0.5581666666666666,14.846139799434305,15.36,228.03670731931092,69.0827193470537,161.78053356376364,66.25617375554728
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Saquon Barkley,17240,RB,PHI,23.6,6.02,10,41,,saquon-barkley.php,,,99.8,,,,,,10.0,Saquon Barkley,2026-09-04,PHI,saquon barkley,17240,17240.0,00-0034844,4866.0,1997-02-09,2018.0,RB,29.571526351813823,8.0,00-0034844,16.99218583395005,15.759999999999998,46.0,12.058802585943734,0.8361648642482319,20.32157360406092,16.99218583395005,0.5581666666666666,16.99218583395005,15.44,262.35934927618877,82.98908307029745,161.23689076876227,101.1224585074265
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Malik Nabers,25409,WR,NYG,24.25,8.56,11,48,,malik-nabers.php,,,99.4,,,,,,8.0,Malik Nabers,2026-09-04,NYG,malik nabers,25409,25409.0,00-0039337,11632.0,2003-07-28,2024.0,WR,23.110198494182068,13.0,00-0039337,20.19290901828345,6.6,19.0,11.447990068487444,1.0906332306639286,18.51484848484849,16.72478000433723,0.23374999999999996,17.535455161347162,9.96,174.65313340701775,58.811811140259664,161.78053356376364,12.872599843254108
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Kenneth Walker III,23021,RB,KC,24.95,7.61,11,50,,kenneth-walker-rb.php,,,99.5,,,,,,5.0,Kenneth Walker,2026-09-04,KCC,kenneth walker,23021,23021.0,00-0038134,8151.0,2000-10-20,2022.0,RB,25.87816563997262,9.0,00-0038134,14.022050009531645,15.08,43.0,8.240831510637198,0.9985290896646133,14.04270557029178,16.732936989186523,0.5340833333333332,15.285097434802513,14.84,226.8308459324693,78.34913975454936,161.23689076876227,65.59395516370702
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Omarion Hampton,25395,RB,LAC,25.4,7.4,7,43,,omarion-hampton.php,,,99.7,,,,,,7.0,Omarion Hampton,2026-09-04,LAC,omarion hampton,25395,25395.0,00-0040666,12507.0,2003-03-16,2025.0,RB,23.477070499657767,10.0,00-0040666,17.40620185109134,5.3999999999999995,9.0,9.502777371788618,1.0395210130047912,16.744444444444447,16.732936989186523,0.19124999999999998,16.86169889402582,11.82,199.3052809273852,69.38571996201576,161.23689076876227,38.06839015862295
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Josh Allen,17298,QB,BUF,25.77,3.01,21,43,,josh-allen-qb.php,,,99.9,,,,,,7.0,Josh Allen,2026-09-04,BUF,josh allen,17298,17298.0,00-0034857,4984.0,1996-05-21,2018.0,QB,30.2943189596167,1.0,00-0034857,26.11371691621022,16.12,49.0,13.25391200111625,0.9544530458590007,27.359875930521095,26.11371691621022,0.5709166666666667,26.11371691621022,16.119999999999997,420.9531166893087,111.67102035701363,308.62175610452914,112.33136058477953
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Rashee Rice,23113,WR,KC,27.1,10.14,11,68,,rashee-rice.php,,,99.2,,,,,,5.0,Rashee Rice,2026-09-04,KCC,rashee rice,23113,23113.0,00-0039067,10229.0,2000-04-22,2023.0,WR,26.37371663244353,14.0,00-0039067,18.79348527997784,7.559999999999999,27.0,8.253936296547508,0.97439681724846,19.28730158730159,16.72478000433723,0.26774999999999993,17.278675841890003,11.559999999999999,199.74149273224842,62.269147674109085,161.78053356376364,37.96095916848478
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Ashton Jeanty,25989,RB,LV,28.95,8.75,7,53,,ashton-jeanty.php,,,99.7,,,,,,13.0,Ashton Jeanty,2026-09-04,LVR,ashton jeanty,25989,25989.0,00-0040122,12527.0,2003-12-02,2025.0,RB,22.76249144421629,11.0,00-0040122,17.28383941176471,10.2,17.0,11.467795380209438,1.0462,16.52058823529412,16.732936989186523,0.36124999999999996,16.931950489342892,9.97111111111111,168.83035965707012,63.216585145377714,161.23689076876227,7.593468888307854
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Zay Flowers,22916,WR,BAL,29.64,7.73,12,48,,zay-flowers.php,,,99.0,,,,,,13.0,Zay Flowers,2026-09-04,BAL,zay flowers,22916,22916.0,00-0039064,9997.0,2000-09-11,2023.0,WR,25.984941820670773,15.0,00-0039064,14.786506175029437,16.880000000000003,50.0,8.769991971699488,0.9715393223819302,15.219668246445496,14.853096528778487,0.5978333333333334,14.813286595628846,16.16,239.38271138536214,71.5308521286182,161.78053356376364,77.6021778215985
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Garrett Wilson,23072,WR,NYJ,30.28,7.2,12,52,,garrett-wilson.php,,,97.9,,,,,,13.0,Garrett Wilson,2026-09-04,NYJ,garrett wilson,23072,23072.0,00-0037740,8146.0,2000-07-22,2022.0,WR,26.12457221081451,16.0,00-0037740,14.919686882527536,10.999999999999998,41.0,7.830753164412171,0.9725656057494866,15.340545454545458,14.853096528778487,0.3895833333333333,14.879039020759887,14.36,213.66300033811197,66.07224505483038,161.78053356376364,51.88246677434833
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Lamar Jackson,17233,QB,BAL,31.84,9.34,25,66,,lamar-jackson.php,,,99.7,,,,,,13.0,Lamar Jackson,2026-09-04,BAL,lamar jackson,17233,17233.0,00-0034796,4881.0,1997-01-07,2018.0,QB,29.661875427789184,2.0,00-0034796,23.464021992204316,14.479999999999997,46.0,13.27631469330811,0.9726041752224504,24.12494475138122,23.662061033971213,0.5128333333333331,23.560500012051754,15.52,365.6589601870432,105.06562904741466,308.62175610452914,57.03720408251405
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Ladd McConkey,26122,WR,LAC,33.83,8.24,15,52,,ladd-mcconkey.php,,,98.3,,,,,,7.0,Ladd McConkey,2026-09-04,LAC,ladd mcconkey,26122,26122.0,00-0039915,11635.0,2001-11-01,2024.0,WR,24.84599589322382,17.0,00-0039915,13.349600465322826,14.080000000000002,32.0,8.445847274815957,0.9745951745379877,13.697585227272727,13.858886403187622,0.49866666666666676,13.604922482172377,12.559999999999999,170.87782637608504,58.703023192016396,161.78053356376364,9.097292812321399
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jaylen Waddle,19790,WR,DEN,33.99,8.09,18,60,,jaylen-waddle.php,,,97.9,,,,,,10.0,Jaylen Waddle,2026-09-04,DEN,jaylen waddle,19790,19790.0,00-0036613,7526.0,1998-11-25,2021.0,WR,27.78097193702943,18.0,00-0036613,12.145147688346624,15.479999999999999,45.0,8.172434308408514,0.9379989733059548,12.947932816537467,13.858886403187622,0.5482499999999999,12.919329152776044,15.16,195.85702995608483,65.77116294214751,161.78053356376364,34.07649639232119
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tetairoa McMillan,25417,WR,CAR,35.88,7.26,15,52,,tetairoa-mcmillan.php,,,98.8,,,,,,5.0,Tetairoa McMillan,2026-09-04,CAR,tetairoa mcmillan,25417,25417.0,00-0040124,12526.0,2003-04-05,2025.0,WR,23.42231348391513,19.0,00-0040124,14.671558194729634,10.2,17.0,8.151739935166495,1.0697683436002736,13.714705882352941,13.858886403187622,0.36124999999999996,14.152464087882175,9.884444444444444,139.88924502866647,52.08931812903413,161.78053356376364,-21.891288535097175
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Colston Loveland,26006,TE,CHI,36.28,11.7,22,85,,colston-loveland.php,,,99.7,,,,,,10.0,Colston Loveland,2026-09-04,CHI,colston loveland,26006,26006.0,00-0040126,12517.0,2004-04-09,2025.0,TE,22.409308692676248,3.0,00-0040126,12.560775,9.6,16.0,9.697611389752977,1.119,11.225,12.74114491873743,0.33999999999999997,12.679819146366704,9.797777777777778,124.23405025851288,42.024879501124374,141.4555441643843,-17.221493905871412
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tee Higgins,19211,WR,CIN,36.7,6.79,19,51,,tee-higgins.php,,,98.5,,,,,,6.0,Tee Higgins,2026-09-04,CIN,tee higgins,19211,19211.0,00-0036410,6801.0,1999-01-18,2020.0,WR,27.633127994524298,20.0,00-0036410,15.269239264351397,13.799999999999999,39.0,10.827248732467073,0.9457607802874743,16.144927536231883,13.858886403187622,0.48874999999999996,14.548196364081416,13.96,203.09282124257658,64.35932201777466,161.78053356376364,41.312287678812936
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Drake Maye,23046,QB,NE,37.1,12.33,27,79,,drake-maye.php,,,99.6,,,,,,11.0,Drake Maye,2026-09-04,NEP,drake maye,23046,23046.0,00-0039851,11564.0,2002-08-30,2024.0,QB,24.019164955509925,3.0,00-0039851,23.462959039545527,13.839999999999998,30.0,10.103189896857034,1.0111920944558521,23.20326589595376,23.662061033971213,0.49016666666666653,23.56446787303689,12.32,290.31424419581447,91.35172920039479,308.62175610452914,-18.307511908714673
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Derrick Henry,15514,RB,BAL,37.64,6.99,20,50,,derrick-henry.php,,,99.7,,,,,,13.0,Derrick Henry,2026-09-04,BAL,derrick henry,15514,15514.0,00-0032764,3198.0,1994-01-04,2016.0,RB,32.67077344284736,12.0,00-0032764,16.544729082352937,17.0,51.0,11.349997408654795,0.7914,20.905647058823526,16.732936989186523,0.6020833333333333,16.619620145280468,16.439999999999998,273.2265551884108,86.38594095515928,161.23689076876227,111.98966441964856
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Breece Hall,22982,RB,NYJ,39.52,4.84,30,53,,breece-hall.php,,,98.4,,,,,,13.0,Breece Hall,2026-09-04,NYJ,breece hall,22982,22982.0,00-0038120,8155.0,2001-05-31,2022.0,RB,25.267624914442163,13.0,00-0038120,16.416310669295815,16.12,49.0,10.823918741461831,1.0122052019164955,16.21836228287841,16.732936989186523,0.5709166666666667,16.552169746055586,16.04,265.4968027267316,84.72566759561785,161.23689076876227,104.25991195796931
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jeremiyah Love,25403,RB,ARI,40.1,7.87,23,65,,jeremiyah-love.php,,,99.4,,,,,,14.0,Jeremiyah Love,2026-09-04,ARI,jeremiyah love,25403,25403.0,00-0041027,13287.0,2005-05-31,2026.0,RB,21.267624914442163,14.0,,,,,,1.0462,,16.732936989186523,0.0,16.732936989186523,15.6,261.03381703130975,83.25203167923546,161.23689076876227,99.79692626254749
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Emeka Egbuka,23062,WR,TB,40.74,8.3,14,68,,emeka-egbuka.php,,,98.1,,,,,,10.0,Emeka Egbuka,2026-09-04,TBB,emeka egbuka,23062,23062.0,00-0040129,12514.0,2002-10-14,2025.0,WR,23.89596167008898,21.0,00-0040129,13.23278502013126,10.2,17.0,9.966858685605185,1.0381049623545517,12.747058823529414,13.23278502013126,0.36124999999999996,13.23278502013126,9.884444444444444,130.7987283767641,50.42858449577959,161.78053356376364,-30.981805186999537
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Kyren Williams,23059,RB,LAR,42.04,6.43,24,58,,kyren-williams.php,,,99.0,,,,,,11.0,Kyren Williams,2026-09-04,LAR,kyren williams,23059,23059.0,00-0037840,8150.0,2000-08-26,2022.0,RB,26.028747433264886,15.0,00-0037840,18.724490911082693,16.119999999999997,45.0,8.480314102244519,0.9951560574948666,18.815632754342435,16.732936989186523,0.5709166666666665,17.86994831576241,15.24,272.33801233221914,83.46866430572742,161.23689076876227,111.10112156345687
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Javonte Williams,22739,RB,DAL,43.43,6.56,24,61,,javonte-williams.php,,,98.8,,,,,,14.0,Javonte Williams,2026-09-04,DAL,javonte williams,22739,22739.0,00-0036997,7588.0,2000-04-25,2021.0,RB,26.36550308008213,16.0,00-0036997,14.261297695412418,16.28,49.0,7.270992508442236,0.9876127310061602,14.44017199017199,15.39080517896783,0.5765833333333333,14.739549989074506,16.04,236.42238182475506,82.4318604729487,161.23689076876227,75.1854910559928
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Joe Burrow,19196,QB,CIN,44.89,12.93,27,74,,joe-burrow.php,,,98.9,,,,,,6.0,Joe Burrow,2026-09-04,CIN,joe burrow,19196,19196.0,00-0036442,6770.0,1996-12-10,2020.0,QB,29.738535249828885,4.0,00-0036442,24.05920207016379,10.76,35.0,14.02641270765188,0.970404038329911,24.79297397769517,23.662061033971213,0.3810833333333333,23.813404863846934,13.32,317.1945527864412,95.91911476956064,308.62175610452914,8.572796681912052
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Travis Etienne Jr.,19231,RB,NO,45.04,6.03,33,61,,travis-etienne.php,,,97.9,,,,,,8.0,Travis Etienne,2026-09-04,NOS,travis etienne,19231,19231.0,00-0036973,7543.0,1999-01-26,2021.0,RB,27.61122518822724,17.0,00-0036973,14.067030916996824,16.44,49.0,8.817686935424533,0.9346788843258043,15.050121654501217,15.39080517896783,0.58225,14.620037614935212,16.04,234.5054033435608,82.28785999810626,161.23689076876227,73.26851257479854
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Luther Burden III,27016,WR,CHI,46.7,8.12,26,71,,luther-burden-iii.php,,,95.3,,,,,,10.0,Luther Burden,2026-09-04,CHI,luther burden,27016,27016.0,00-0040735,12519.0,2003-12-12,2025.0,WR,22.73511293634497,22.0,00-0040735,10.57008,8.999999999999998,15.0,9.12609810744256,1.0979999999999999,9.626666666666669,12.457921406881898,0.3187499999999999,11.856171958438292,10.2,120.93295397607056,48.96675704306418,161.78053356376364,-40.847579587693076
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Terry McLaurin,18466,WR,WAS,47.68,6.1,28,68,,terry-mclaurin.php,,,96.4,,,,,,7.0,Terry McLaurin,2026-09-04,WAS,terry mclaurin,18466,18466.0,00-0035659,5927.0,1995-09-15,2019.0,WR,30.976043805612598,23.0,00-0035659,12.218267920174538,12.799999999999997,44.0,7.696891962173981,0.8366527720739219,14.603750000000003,12.457921406881898,0.4533333333333332,12.349278492907896,14.959999999999999,184.7452062539021,64.37904094250618,161.78053356376364,22.964672690138457
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Davante Adams,12123,WR,LAR,50.83,7.61,35,74,,davante-adams.php,,,97.4,,,,,,11.0,Davante Adams,2026-09-04,LAR,davante adams,12123,12123.0,00-0031381,2133.0,1992-12-24,2014.0,WR,33.700205338809035,24.0,00-0031381,14.408725807799446,14.359999999999998,45.0,10.8728414785732,0.8173,17.629665738161563,12.457921406881898,0.5085833333333333,13.45006801178188,15.16,203.9030310586133,66.48649379991197,161.78053356376364,42.122497494849654
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,DJ Moore,17265,WR,BUF,52.35,11.91,19,107,,dj-moore-wr.php,,,96.3,,,,,,7.0,DJ Moore,2026-09-04,BUF,dj moore,17265,17265.0,00-0034827,4983.0,1997-04-14,2018.0,WR,29.39630390143737,25.0,00-0034827,11.224768678028749,17.0,51.0,10.943650321210981,0.8665098562628337,12.954,12.457921406881898,0.6020833333333333,11.715460701384899,16.36,191.66493707465693,68.20268155500112,161.78053356376364,29.884403510893293
