fp_page,page_type,ecr_type,player,id,pos,team,ecr,sd,best,worst,sportsdata_id,player_filename,yahoo_id,cbs_id,player_owned_avg,player_owned_espn,player_owned_yahoo,player_image_url,player_square_image_url,rank_delta,bye,mergename,scrape_date,tm,merge_name,fp_id,fantasypros_id,gsis_id,sleeper_id,birthdate,draft_year,position,age
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Justin Herbert,18635,QB,LAC,71.81,13.51,37,104,,justin-herbert.php,,,94.4,,,,,,7.0,Justin Herbert,2026-09-04,LAC,justin herbert,18635,18635.0,00-0036355,6797.0,1998-03-10,2020.0,QB,28.49281314168378
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Rhamondre Stevenson,22726,RB,NE,74.02,9.46,56,118,,rhamondre-stevenson.php,,,92.0,,,,,,11.0,Rhamondre Stevenson,2026-09-04,NEP,rhamondre stevenson,22726,22726.0,00-0036875,7611.0,1998-02-23,2021.0,RB,28.53388090349076
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Chris Godwin Jr.,16406,WR,TB,74.37,15.04,45,123,,chris-godwin.php,,,84.0,,,,,,10.0,Chris Godwin,2026-09-04,TBB,chris godwin,16406,16406.0,00-0033921,4037.0,1996-02-27,2017.0,WR,30.524298425735797
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Jaylen Warren,24209,RB,PIT,74.43,8.34,56,99,,jaylen-warren.php,,,92.3,,,,,,9.0,Jaylen Warren,2026-09-04,PIT,jaylen warren,24209,24209.0,00-0037228,8228.0,1998-11-01,2022.0,RB,27.8466803559206
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Harold Fannin Jr.,27050,TE,CLE,76.23,12.06,57,111,,harold-fannin-jr.php,,,96.6,,,,,,11.0,Harold Fannin,2026-09-04,CLE,harold fannin,27050,27050.0,00-0040663,12506.0,2004-07-20,2025.0,TE,22.130047912388775
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Trevor Lawrence,19780,QB,JAC,76.37,13.23,37,114,,trevor-lawrence.php,,,91.6,,,,,,7.0,Trevor Lawrence,2026-09-04,JAC,trevor lawrence,19780,19780.0,00-0036971,7523.0,1999-10-06,2021.0,QB,26.91854893908282
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Dak Prescott,15600,QB,DAL,77.92,12.49,37,108,,dak-prescott.php,,,95.0,,,,,,14.0,Dak Prescott,2026-09-04,DAL,dak prescott,15600,15600.0,00-0033077,3294.0,1993-07-29,2016.0,QB,33.106091718001366
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tucker Kraft,25298,TE,GB,78.75,14.69,32,131,,tucker-kraft.php,,,95.3,,,,,,11.0,Tucker Kraft,2026-09-04,GBP,tucker kraft,25298,25298.0,00-0038996,9484.0,2000-11-03,2023.0,TE,25.83983572895277
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Kyle Pitts Sr.,20164,TE,ATL,78.83,11.39,60,110,,kyle-pitts.php,,,97.3,,,,,,11.0,Kyle Pitts,2026-09-04,ATL,kyle pitts,20164,20164.0,00-0036970,7553.0,2000-10-06,2021.0,TE,25.916495550992472
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,DK Metcalf,18219,WR,PIT,79.37,12.98,49,115,,dk-metcalf.php,,,92.3,,,,,,9.0,DK Metcalf,2026-09-04,PIT,dk metcalf,18219,18219.0,00-0035640,5846.0,1997-12-14,2019.0,WR,28.72826830937714
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Brian Thomas Jr.,23000,WR,JAC,81.16,14.46,51,126,,brian-thomas-jr.php,,,89.6,,,,,,7.0,Brian Thomas,2026-09-04,JAC,brian thomas,23000,23000.0,00-0039893,11631.0,2002-10-08,2024.0,WR,23.912388774811774
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Michael Pittman Jr.,19278,WR,PIT,81.63,13.08,52,116,,michael-pittman.php,,,84.3,,,,,,9.0,Michael Pittman,2026-09-04,PIT,michael pittman,19278,19278.0,00-0036252,6819.0,1997-10-05,2020.0,WR,28.919917864476385
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Tony Pollard,18705,RB,TEN,84.99,10.61,65,120,,tony-pollard.php,,,89.7,,,,,,9.0,Tony Pollard,2026-09-04,TEN,tony pollard,18705,18705.0,00-0035261,5967.0,1997-04-30,2019.0,RB,29.352498288843258
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Wan'Dale Robinson,22985,WR,TEN,85.64,12.2,49,128,,wandale-robinson.php,,,75.2,,,,,,9.0,WanDale Robinson,2026-09-04,TEN,wandale robinson,22985,22985.0,00-0038117,8126.0,2001-01-05,2022.0,WR,25.66735112936345
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Sam LaPorta,22978,TE,DET,86.19,13.68,55,131,,sam-laporta.php,,,97.4,,,,,,6.0,Sam LaPorta,2026-09-04,DET,sam laporta,22978,22978.0,00-0039065,10859.0,2001-01-12,2023.0,TE,25.648186173853524
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Courtland Sutton,17253,WR,DEN,86.25,15.44,55,121,,courtland-sutton.php,,,90.7,,,,,,10.0,Courtland Sutton,2026-09-04,DEN,courtland sutton,17253,17253.0,00-0034348,5045.0,1995-10-10,2018.0,WR,30.90759753593429
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Rico Dowdle,19647,RB,PIT,87.26,12.33,66,120,,rico-dowdle.php,,,90.2,,,,,,9.0,Rico Dowdle,2026-09-04,PIT,rico dowdle,19647,19647.0,00-0036139,7021.0,1998-06-14,2020.0,RB,28.229979466119097
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Josh Downs,24706,WR,IND,88.0,14.86,52,133,,josh-downs.php,,,79.6,,,,,,13.0,Josh Downs,2026-09-04,IND,josh downs,24706,24706.0,00-0038997,9500.0,2001-08-12,2023.0,WR,25.06776180698152
/nfl/rankings/ppr-cheatsheets.php,redraft-overall,ro,Michael Wilson,25333,WR,ARI,88.1,15.54,55,131,,michael-wilson.php,,,88.1,,,,,,14.0,Michael Wilson,2026-09-04,ARI,michael wilson,25333,25333.0,00-0038559,10232.0,2000-02-23,2023.0,WR,26.535249828884325
